Produced qty	Material	Registration date	Batch
7263.00000	7192548	2016-01-12 00:00:00	531429
3346.00000	7192343	2016-01-12 00:00:00	250140
3938.00000	7199244	2016-01-11 00:00:00	511641
12537.00000	7137877	2016-01-12 00:00:00	120973
34777.00000	7137877	2016-01-12 00:00:00	70040
14241.00000	7126000	2016-01-21 00:00:00	61343
5833.00000	7192266	2016-01-26 00:00:00	281274
103967.00000	7196695	2016-01-14 00:00:00	46376
110800.00000	7196695	2016-01-15 00:00:00	277717
163651.00000	7196695	2016-01-15 00:00:00	298956
66914.00000	7196695	2016-01-15 00:00:00	35783
9239.00000	7196709	2016-01-26 00:00:00	133533
1122.00000	7192392	2016-01-12 00:00:00	473563
470.00000	7192408	2016-01-08 00:00:00	426894
44635.00000	7196687	2016-01-13 00:00:00	333961
13207.00000	7178085	2016-01-18 00:00:00	406830
2083.00000	7180683	2016-01-15 00:00:00	484288
100735.00000	7175736	2016-01-14 00:00:00	383522
13394.00000	7190000	2016-01-13 00:00:00	401893
6261.00000	7191898	2016-01-13 00:00:00	151535
4299.00000	7192168	2016-01-13 00:00:00	207949
32870.00000	7183631	2016-01-13 00:00:00	269152
28220.00000	7185561	2016-01-13 00:00:00	426215
126496.00000	7185332	2016-01-14 00:00:00	419495
33178.00000	7186010	2016-01-14 00:00:00	302865
24885.00000	7183968	2016-01-14 00:00:00	497898
123284.00000	7184565	2016-01-15 00:00:00	299792
19067.00000	7186185	2016-01-15 00:00:00	337721
2712.00000	7148631	2016-01-25 00:00:00	442354
18894.00000	7089503	2016-01-19 00:00:00	104402
12736.00000	7119534	2016-01-19 00:00:00	310377
3387.00000	7192487	2016-01-19 00:00:00	426751
12983.00000	7193381	2016-01-18 00:00:00	279449
65791.00000	7124732	2016-01-20 00:00:00	447359
7773.00000	7144954	2016-01-15 00:00:00	259087
20577.00000	7145551	2016-01-15 00:00:00	122014
78029.00000	7141190	2016-01-20 00:00:00	479591
93482.00000	7153821	2016-01-22 00:00:00	37448
1667.00000	7192188	2016-01-13 00:00:00	225716
188714.00000	7196695	2016-01-16 00:00:00	113902
49534.00000	7196695	2016-01-17 00:00:00	30708
221028.00000	7196695	2016-01-19 00:00:00	477567
128381.00000	7186053	2016-01-26 00:00:00	79144
608.00000	7533179	2016-01-15 00:00:00	518115
26438.00000	7172559	2016-01-15 00:00:00	510052
9191.00000	7192343	2016-01-14 00:00:00	114109
1815.00000	7180594	2016-01-20 00:00:00	151112
7864.00000	7192343	2016-01-14 00:00:00	11288
90.00000	7192069	2016-01-13 00:00:00	25732
4070.00000	7193362	2016-01-15 00:00:00	246551
14440.00000	7192963	2016-01-18 00:00:00	116320
2520.00000	7192963	2016-01-18 00:00:00	450728
129626.00000	7196679	2016-01-20 00:00:00	14848
32891.00000	7192763	2016-01-15 00:00:00	322833
82427.00000	7192682	2016-01-18 00:00:00	304840
14427.00000	7189990	2016-01-17 00:00:00	531627
3258.00000	7190379	2016-01-15 00:00:00	204694
11499.00000	7192685	2016-01-20 00:00:00	227542
9322.00000	7192685	2016-01-20 00:00:00	39008
30756.00000	7192685	2016-01-20 00:00:00	314475
148688.00000	7196679	2016-01-19 00:00:00	273797
800.00000	7192867	2016-01-19 00:00:00	413981
129.00000	7192632	2016-01-18 00:00:00	208666
199.00000	7192176	2016-01-18 00:00:00	75289
1825.00000	7193362	2016-01-14 00:00:00	132628
3730.00000	7193193	2016-01-18 00:00:00	443183
13328.00000	7192487	2016-01-20 00:00:00	465029
16677.00000	7192509	2016-01-20 00:00:00	289906
10820.00000	7174470	2016-01-20 00:00:00	115949
2076.00000	7192193	2016-01-21 00:00:00	313987
31157.00000	7192509	2016-01-20 00:00:00	338849
35141.00000	7111398	2016-01-20 00:00:00	471085
27391.00000	7111398	2016-01-20 00:00:00	222201
7870.00000	7174470	2016-01-20 00:00:00	114808
3969.00000	7097700	2016-01-19 00:00:00	416821
15873.00000	7193105	2016-01-21 00:00:00	282474
2573.00000	7130317	2016-01-20 00:00:00	86602
18898.00000	7194285	2016-01-17 00:00:00	275067
85.00000	7192628	2016-01-18 00:00:00	190883
615.00000	7192629	2016-01-19 00:00:00	126298
16469.00000	7187440	2016-01-17 00:00:00	42404
129938.00000	7185332	2016-01-22 00:00:00	386708
17227.00000	7069928	2016-01-21 00:00:00	434353
24629.00000	7178093	2016-01-21 00:00:00	506305
2112.00000	7532776	2016-01-15 00:00:00	4009
657.00000	7533306	2016-01-15 00:00:00	99114
3671.00000	7192548	2016-01-15 00:00:00	142536
45611.00000	7162766	2016-01-21 00:00:00	521752
30013.00000	7124732	2016-01-21 00:00:00	534014
74.00000	7193679	2016-01-18 00:00:00	225700
91.00000	7192068	2016-01-18 00:00:00	408877
1486.00000	7198787	2016-01-18 00:00:00	179110
1759.00000	7198590	2016-01-19 00:00:00	429520
19816.00000	7192966	2016-01-20 00:00:00	230472
4534.00000	7192816	2016-01-19 00:00:00	377956
153048.00000	7194200	2016-01-20 00:00:00	486608
89209.00000	7128754	2016-01-20 00:00:00	261253
1217.00000	7192505	2016-01-18 00:00:00	124363
3185.00000	7193358	2016-01-17 00:00:00	15058
11935.00000	7188137	2016-01-18 00:00:00	319111
9001.00000	7187467	2016-01-17 00:00:00	78953
6055.00000	7190760	2016-01-20 00:00:00	190145
34947.00000	7137877	2016-01-20 00:00:00	430778
4903.00000	7193013	2016-01-21 00:00:00	263499
32258.00000	7176554	2016-01-22 00:00:00	417559
142769.00000	7176554	2016-01-21 00:00:00	38869
65889.00000	7176554	2016-01-25 00:00:00	65197
48378.00000	7176554	2016-01-27 00:00:00	162185
34357.00000	7145578	2016-01-15 00:00:00	82762
24130.00000	7170165	2016-01-19 00:00:00	279152
54880.00000	7149174	2016-01-20 00:00:00	80806
148942.00000	7159609	2016-01-20 00:00:00	131808
113696.00000	7184565	2016-01-25 00:00:00	223972
4312.00000	7192548	2016-01-21 00:00:00	471075
8992.00000	7192343	2016-01-20 00:00:00	85833
6234.00000	7186185	2016-01-18 00:00:00	91843
28146.00000	7183968	2016-01-18 00:00:00	483470
8674.00000	7186185	2016-01-18 00:00:00	509703
9610.00000	7186185	2016-01-18 00:00:00	335840
4198.00000	7186339	2016-01-18 00:00:00	45692
4121.00000	7186029	2016-01-18 00:00:00	232624
16066.00000	7141165	2016-01-27 00:00:00	172671
1259.00000	7192399	2016-01-19 00:00:00	382729
56926.00000	7141173	2016-01-25 00:00:00	468352
2719.00000	7532890	2016-01-19 00:00:00	354616
46502.00000	7145411	2016-01-28 00:00:00	342209
3119.00000	7177186	2016-01-19 00:00:00	328467
34248.00000	7145705	2016-02-01 00:00:00	122163
29565.00000	7146280	2016-02-02 00:00:00	466478
21640.00000	7189931	2016-01-21 00:00:00	34182
14685.00000	7189931	2016-01-21 00:00:00	227585
187792.00000	7116675	2016-01-27 00:00:00	217596
77612.00000	7186240	2016-01-19 00:00:00	350877
4895.00000	7161913	2016-01-20 00:00:00	285052
3635.00000	7185987	2016-01-19 00:00:00	240943
2757.00000	7191049	2016-01-19 00:00:00	444061
15768.00000	7193001	2016-01-19 00:00:00	462571
204375.00000	7194218	2016-01-21 00:00:00	410842
750.00000	7194218	2016-01-21 00:00:00	253963
170800.00000	7184565	2016-01-21 00:00:00	423830
84632.00000	7194218	2016-01-21 00:00:00	113725
6418.00000	7155336	2016-01-22 00:00:00	366477
21272.00000	7132433	2016-01-23 00:00:00	479333
7372.00000	7136420	2016-01-23 00:00:00	430956
3485.00000	7137397	2016-01-24 00:00:00	2428
96914.00000	7151080	2016-01-22 00:00:00	304787
31534.00000	7136935	2016-01-24 00:00:00	41244
53167.00000	7133995	2016-01-27 00:00:00	37086
3427.00000	7139977	2016-01-25 00:00:00	54811
6033.00000	7137290	2016-01-25 00:00:00	368790
52713.00000	7135920	2016-01-22 00:00:00	517962
11924.00000	7139918	2016-01-23 00:00:00	156240
3013.00000	7145063	2016-01-24 00:00:00	75480
14108.00000	7145063	2016-01-24 00:00:00	185014
2193.00000	7175035	2016-01-26 00:00:00	530870
154685.00000	7185332	2016-01-22 00:00:00	220897
194296.00000	7184565	2016-01-24 00:00:00	135076
66203.00000	7188749	2016-01-24 00:00:00	344351
199173.00000	7146469	2016-01-22 00:00:00	450571
33350.00000	7124201	2016-01-27 00:00:00	228370
80844.00000	7194218	2016-01-27 00:00:00	287460
63867.00000	7194218	2016-01-27 00:00:00	390788
31933.00000	7194218	2016-01-28 00:00:00	491505
51196.00000	7194218	2016-01-27 00:00:00	484510
3004.00000	7192816	2016-02-02 00:00:00	276694
2129.00000	7096593	2016-01-28 00:00:00	470494
7268.00000	7148607	2016-01-26 00:00:00	268539
4814.00000	7196938	2016-01-28 00:00:00	480642
2638.00000	7196946	2016-01-28 00:00:00	247385
7287.00000	7192560	2016-01-28 00:00:00	317653
2724.00000	7192567	2016-01-28 00:00:00	472111
10425.00000	7192571	2016-01-28 00:00:00	193008
16604.00000	7169418	2016-01-29 00:00:00	149898
1754.00000	7073984	2016-01-28 00:00:00	252738
9070.00000	7075561	2016-02-02 00:00:00	474694
68126.00000	7169400	2016-01-28 00:00:00	235607
4393.00000	7143125	2016-01-28 00:00:00	9807
132498.00000	7184573	2016-01-26 00:00:00	445509
193164.00000	7184565	2016-01-27 00:00:00	443519
3414.00000	7192005	2016-01-21 00:00:00	182239
3682.00000	7198566	2016-01-21 00:00:00	456539
209.00000	7192411	2016-01-22 00:00:00	462095
86.00000	7193679	2016-01-22 00:00:00	522010
547.00000	7198787	2016-01-25 00:00:00	375485
937.00000	7532954	2016-01-26 00:00:00	67994
449.00000	7193323	2016-01-25 00:00:00	257567
5598.00000	7167083	2016-01-26 00:00:00	222291
5936.00000	7131402	2016-01-29 00:00:00	6530
2189.00000	7193109	2016-01-26 00:00:00	250010
5065.00000	7191090	2016-01-26 00:00:00	81299
6319.00000	7193362	2016-01-21 00:00:00	472590
36734.00000	7156944	2016-02-02 00:00:00	418283
36534.00000	7156936	2016-02-01 00:00:00	323232
38682.00000	7156910	2016-02-02 00:00:00	429285
20541.00000	7192560	2016-01-28 00:00:00	298687
16843.00000	7192567	2016-01-28 00:00:00	280325
6488.00000	7192560	2016-01-29 00:00:00	456619
9307.00000	7192567	2016-01-29 00:00:00	115791
40763.00000	7169426	2016-01-29 00:00:00	441347
507.00000	7192555	2016-01-26 00:00:00	330717
43651.00000	7122560	2016-02-02 00:00:00	356901
32083.00000	7122551	2016-02-02 00:00:00	84664
796.00000	7192085	2016-01-26 00:00:00	343455
6034.00000	7180721	2016-01-28 00:00:00	246452
16645.00000	7192266	2016-01-27 00:00:00	397873
4346.00000	7192240	2016-01-28 00:00:00	499056
8640.00000	7164785	2016-01-25 00:00:00	285542
2787.00000	7192460	2016-01-25 00:00:00	413883
9603.00000	7192525	2016-01-25 00:00:00	181609
4458.00000	7192525	2016-01-25 00:00:00	50111
24690.00000	7192487	2016-01-26 00:00:00	461136
5133.00000	7192548	2016-01-25 00:00:00	60663
8952.00000	7192487	2016-01-25 00:00:00	383675
38749.00000	7126123	2016-01-26 00:00:00	130030
7093.00000	7192487	2016-01-26 00:00:00	194816
22440.00000	7162766	2016-01-26 00:00:00	468587
40060.00000	7169035	2016-01-26 00:00:00	5599
3083.00000	7094361	2016-01-29 00:00:00	277538
7985.00000	7192343	2016-01-26 00:00:00	123793
2119.00000	7095961	2016-02-02 00:00:00	139778
11105.00000	7179839	2016-01-24 00:00:00	2189
3676.00000	7197861	2016-02-10 00:00:00	323992
12009.00000	7135122	2016-02-02 00:00:00	470761
35514.00000	7184158	2016-01-28 00:00:00	459966
18110.00000	7177070	2016-02-02 00:00:00	511702
2649.00000	7177119	2016-02-02 00:00:00	222392
10085.00000	7177097	2016-02-02 00:00:00	38564
44448.00000	7183763	2016-01-30 00:00:00	393747
37888.00000	7183763	2016-01-29 00:00:00	235604
27953.00000	7185561	2016-01-31 00:00:00	464336
115914.00000	7186185	2016-01-31 00:00:00	99267
633.00000	7130325	2016-02-01 00:00:00	363915
7263.00000	7130325	2016-02-01 00:00:00	151126
5848.00000	7192525	2016-02-01 00:00:00	142821
4184.00000	7192525	2016-02-01 00:00:00	406182
4130.00000	7128347	2016-02-01 00:00:00	40875
3961.00000	7128347	2016-02-01 00:00:00	379532
871.00000	7128347	2016-02-01 00:00:00	278697
18943.00000	7069928	2016-01-28 00:00:00	376465
86882.00000	7124740	2016-01-28 00:00:00	279014
10382.00000	7192258	2016-01-26 00:00:00	334356
2657.00000	7191863	2016-01-29 00:00:00	185981
1919.00000	7192926	2016-01-29 00:00:00	268285
33847.00000	7185987	2016-01-24 00:00:00	316729
31719.00000	7185960	2016-01-24 00:00:00	383104
7415.00000	7179103	2016-01-28 00:00:00	503619
4301.00000	7198094	2016-01-28 00:00:00	61344
3586.00000	7191227	2016-01-28 00:00:00	526967
12077.00000	7115903	2016-01-28 00:00:00	234416
8857.00000	7179731	2016-01-27 00:00:00	167935
128095.00000	7180691	2016-02-01 00:00:00	297619
24483.00000	7172540	2016-01-27 00:00:00	264818
21986.00000	7166109	2016-01-29 00:00:00	243785
41450.00000	7193037	2016-01-27 00:00:00	300654
3696.00000	7184867	2016-01-25 00:00:00	476004
3767.00000	7186177	2016-01-25 00:00:00	12984
57785.00000	7186185	2016-02-01 00:00:00	130324
69836.00000	7153821	2016-02-02 00:00:00	534354
4748.00000	7141262	2016-02-04 00:00:00	421515
48415.00000	7141190	2016-02-04 00:00:00	93947
11341.00000	7176546	2016-02-16 00:00:00	98621
56166.00000	7175736	2016-02-17 00:00:00	148647
62323.00000	7131410	2016-01-29 00:00:00	438115
5552.00000	7181027	2016-02-18 00:00:00	250314
7444.00000	7148607	2016-01-29 00:00:00	303554
4970.00000	7191227	2016-01-28 00:00:00	267707
75464.00000	7192258	2016-02-01 00:00:00	192077
19842.00000	7192240	2016-02-01 00:00:00	321551
1490.00000	7184867	2016-01-27 00:00:00	30262
3423.00000	7192354	2016-01-27 00:00:00	389467
34.00000	7191502	2016-02-08 00:00:00	428900
36.00000	7191510	2016-02-17 00:00:00	430822
44.00000	7191529	2016-02-17 00:00:00	327526
29.00000	7191537	2016-02-17 00:00:00	423591
104.00000	7191545	2016-02-08 00:00:00	276068
81.00000	7191499	2016-02-16 00:00:00	502162
26165.00000	7177810	2016-02-04 00:00:00	125330
4768.00000	7196067	2016-01-27 00:00:00	2143
4428.00000	7196067	2016-01-27 00:00:00	173849
10912.00000	7161131	2016-01-27 00:00:00	37780
3446.00000	7196113	2016-02-01 00:00:00	135042
3474.00000	7189842	2016-01-28 00:00:00	261398
2164.00000	7193362	2016-01-28 00:00:00	325946
5629.00000	7193035	2016-01-28 00:00:00	73516
2832.00000	7193354	2016-02-03 00:00:00	211905
3772.00000	7193362	2016-01-28 00:00:00	444129
3298.00000	7193326	2016-01-29 00:00:00	205499
24656.00000	7193362	2016-01-28 00:00:00	289403
7530.00000	7183968	2016-01-28 00:00:00	240505
3543.00000	7186150	2016-01-29 00:00:00	52598
2660.00000	7192224	2016-01-28 00:00:00	371026
130760.00000	7159609	2016-01-27 00:00:00	288158
26831.00000	7170165	2016-01-28 00:00:00	405750
55500.00000	7159609	2016-01-28 00:00:00	119579
96249.00000	7159609	2016-01-29 00:00:00	470916
138950.00000	7185332	2016-02-01 00:00:00	428565
122660.00000	7184565	2016-02-02 00:00:00	436868
6684.00000	7139918	2016-02-04 00:00:00	437118
139100.00000	7192996	2016-02-04 00:00:00	66472
171800.00000	7192996	2016-02-03 00:00:00	239991
220144.00000	7192996	2016-02-03 00:00:00	407333
117400.00000	7192996	2016-02-02 00:00:00	204529
92911.00000	7169400	2016-02-03 00:00:00	401193
13783.00000	7179723	2016-02-03 00:00:00	146417
23980.00000	7169400	2016-02-03 00:00:00	518244
7834.00000	7169400	2016-02-03 00:00:00	90051
18145.00000	7169400	2016-02-03 00:00:00	448200
10466.00000	7192379	2016-01-29 00:00:00	57665
1987.00000	7193361	2016-01-28 00:00:00	450372
177952.00000	7192996	2016-02-04 00:00:00	439982
61493.00000	7188749	2016-01-29 00:00:00	200704
168403.00000	7196695	2016-02-09 00:00:00	231745
192359.00000	7196695	2016-02-08 00:00:00	475736
136439.00000	7196695	2016-02-09 00:00:00	150467
133827.00000	7196695	2016-02-10 00:00:00	289232
47699.00000	7174268	2016-02-03 00:00:00	302052
170770.00000	7196695	2016-02-11 00:00:00	480162
93575.00000	7196695	2016-02-11 00:00:00	105036
152122.00000	7196695	2016-02-15 00:00:00	312641
163258.00000	7196695	2016-02-15 00:00:00	237983
158429.00000	7184565	2016-02-03 00:00:00	351194
7914.00000	7183968	2016-02-04 00:00:00	10530
17613.00000	7184115	2016-02-04 00:00:00	364508
29417.00000	7185952	2016-02-04 00:00:00	163452
1916.00000	7182678	2016-02-04 00:00:00	85141
54540.00000	7186240	2016-02-06 00:00:00	246273
5585.00000	7183968	2016-01-29 00:00:00	512865
202802.00000	7159609	2016-02-11 00:00:00	119146
11985.00000	7194285	2016-01-29 00:00:00	471043
8027.00000	7188803	2016-01-29 00:00:00	490158
53895.00000	7194870	2016-02-01 00:00:00	101075
21356.00000	7089732	2016-02-01 00:00:00	174057
39161.00000	7192682	2016-02-02 00:00:00	237315
7982.00000	7192266	2016-02-02 00:00:00	295504
4990.00000	7192343	2016-02-02 00:00:00	373292
14558.00000	7192240	2016-02-02 00:00:00	111305
115023.00000	7159609	2016-01-29 00:00:00	447003
162.00000	7192052	2016-02-18 00:00:00	84449
722.00000	7192056	2016-02-18 00:00:00	98822
618.00000	7192058	2016-02-17 00:00:00	161519
752.00000	7192059	2016-02-17 00:00:00	463287
1611.00000	7198795	2016-02-23 00:00:00	353521
302.00000	7198612	2016-02-22 00:00:00	364750
73504.00000	7137400	2016-02-03 00:00:00	98288
247179.00000	7136951	2016-02-03 00:00:00	167666
177135.00000	7184565	2016-02-08 00:00:00	351868
11821.00000	7183968	2016-02-07 00:00:00	489081
18668.00000	7186320	2016-02-07 00:00:00	478500
17923.00000	7195893	2016-02-08 00:00:00	99736
169577.00000	7184565	2016-02-08 00:00:00	499125
6765.00000	7141874	2016-02-03 00:00:00	237063
111367.00000	7192266	2016-02-09 00:00:00	309535
88815.00000	7147929	2016-02-08 00:00:00	377569
46359.00000	7168829	2016-02-04 00:00:00	183169
1071.00000	7189842	2016-02-03 00:00:00	140999
44854.00000	7168837	2016-02-04 00:00:00	242173
6277.00000	7187424	2016-02-04 00:00:00	235894
64199.00000	7145411	2016-02-24 00:00:00	224772
227.00000	7521120	2016-02-11 00:00:00	211491
338.00000	7192057	2016-02-08 00:00:00	76481
951.00000	7198620	2016-02-19 00:00:00	391931
2907.00000	7197870	2016-02-23 00:00:00	314072
113053.00000	7136951	2016-02-08 00:00:00	47631
420.00000	7193047	2016-02-09 00:00:00	532605
4073.00000	7184867	2016-02-03 00:00:00	73879
3603.00000	7181027	2016-02-19 00:00:00	421181
133137.00000	7169043	2016-02-08 00:00:00	28345
44550.00000	7150580	2016-02-11 00:00:00	155845
17241.00000	7170165	2016-02-11 00:00:00	469693
90235.00000	7169752	2016-02-09 00:00:00	63727
180097.00000	7169752	2016-02-09 00:00:00	129394
57464.00000	7169752	2016-02-09 00:00:00	530495
5587.00000	7097751	2016-02-08 00:00:00	160181
36365.00000	7116551	2016-02-09 00:00:00	336913
114.00000	7193347	2016-02-08 00:00:00	99684
24546.00000	7156987	2016-02-09 00:00:00	193426
52844.00000	7124740	2016-02-09 00:00:00	82496
550.00000	7192961	2016-02-24 00:00:00	196635
142365.00000	7184565	2016-02-09 00:00:00	348336
540.00000	7192329	2016-02-17 00:00:00	136004
765.00000	7192307	2016-02-08 00:00:00	505853
2439.00000	7192340	2016-02-08 00:00:00	376171
592.00000	7192529	2016-02-09 00:00:00	500762
292.00000	7192617	2016-02-08 00:00:00	163597
66798.00000	7158998	2016-02-09 00:00:00	448608
187229.00000	7116667	2016-02-10 00:00:00	355210
64687.00000	7158440	2016-02-12 00:00:00	361668
291.00000	7192055	2016-02-18 00:00:00	95699
23074.00000	7198116	2016-02-10 00:00:00	406762
54412.00000	7192491	2016-02-10 00:00:00	128522
43458.00000	7186282	2016-02-10 00:00:00	162007
6632.00000	7195052	2016-02-10 00:00:00	470204
42951.00000	7186240	2016-02-11 00:00:00	492682
147841.00000	7186185	2016-02-12 00:00:00	328487
1212.00000	7198604	2016-02-26 00:00:00	241390
17778.00000	7122055	2016-02-10 00:00:00	98718
25746.00000	7122055	2016-02-10 00:00:00	74709
19000.00000	7192346	2016-02-04 00:00:00	179255
24462.00000	7192517	2016-02-10 00:00:00	159490
9082.00000	7129378	2016-02-10 00:00:00	15921
15603.00000	7186959	2016-02-11 00:00:00	201711
10538.00000	7193077	2016-02-10 00:00:00	29039
99589.00000	7178107	2016-02-11 00:00:00	441152
3142.00000	7129424	2016-02-11 00:00:00	156650
11216.00000	7192266	2016-02-10 00:00:00	61505
133615.00000	7148763	2016-02-11 00:00:00	263839
51422.00000	7169400	2016-02-16 00:00:00	28087
9689.00000	7169400	2016-02-16 00:00:00	99197
27531.00000	7169418	2016-02-16 00:00:00	152406
101447.00000	7131550	2016-02-15 00:00:00	418135
5695.00000	7072740	2016-02-16 00:00:00	196068
3478.00000	7072767	2016-02-16 00:00:00	3648
1954.00000	7073984	2016-02-16 00:00:00	66727
3381.00000	7143095	2016-02-15 00:00:00	149645
16121.00000	7135149	2016-02-17 00:00:00	37746
7202.00000	7176716	2016-02-12 00:00:00	264031
3635.00000	7192377	2016-02-09 00:00:00	137821
4572.00000	7139918	2016-02-17 00:00:00	432089
10921.00000	7142234	2016-02-19 00:00:00	318974
16870.00000	7192346	2016-02-15 00:00:00	514694
1991.00000	7192325	2016-02-11 00:00:00	149562
10369.00000	7192545	2016-02-10 00:00:00	301623
16321.00000	7192266	2016-02-10 00:00:00	526027
103616.00000	7137400	2016-02-12 00:00:00	487690
126231.00000	7185332	2016-02-11 00:00:00	201922
25219.00000	7193622	2016-02-11 00:00:00	200682
2024.00000	7158467	2016-02-11 00:00:00	532297
8088.00000	7195060	2016-02-10 00:00:00	54776
9508.00000	7166125	2016-02-12 00:00:00	372201
10561.00000	7181639	2016-02-09 00:00:00	73391
1035.00000	7192628	2016-02-09 00:00:00	503872
2045.00000	7193358	2016-02-09 00:00:00	442742
67889.00000	7193971	2016-02-15 00:00:00	389905
78110.00000	7193971	2016-02-16 00:00:00	206225
2991.00000	7198116	2016-02-09 00:00:00	192052
62528.00000	7184565	2016-02-15 00:00:00	160311
59031.00000	7184565	2016-02-14 00:00:00	160311
6866.00000	7183968	2016-02-14 00:00:00	352388
43709.00000	7185332	2016-02-14 00:00:00	288378
83789.00000	7185332	2016-02-15 00:00:00	288378
4782.00000	7185332	2016-02-19 00:00:00	288378
37690.00000	7169035	2016-02-17 00:00:00	535074
1022.00000	7193561	2016-02-09 00:00:00	423551
127720.00000	7193971	2016-02-18 00:00:00	261924
83347.00000	7193034	2016-02-15 00:00:00	190453
450.00000	7532890	2016-02-19 00:00:00	228367
573.00000	7192107	2016-02-17 00:00:00	265028
223771.00000	7159609	2016-02-12 00:00:00	18653
2232.00000	7192559	2016-02-11 00:00:00	160302
223959.00000	7159609	2016-02-15 00:00:00	42213
549.00000	7192629	2016-02-26 00:00:00	179288
9224.00000	7159609	2016-02-11 00:00:00	71838
51290.00000	7168969	2016-02-23 00:00:00	250265
45385.00000	7146469	2016-02-17 00:00:00	26698
194.00000	7192631	2016-02-23 00:00:00	302830
53.00000	7192729	2016-02-25 00:00:00	245010
232469.00000	7184565	2016-02-18 00:00:00	525247
35720.00000	7185561	2016-02-18 00:00:00	260312
32893.00000	7183755	2016-02-18 00:00:00	502618
18247.00000	7186010	2016-02-18 00:00:00	508095
653.00000	7192170	2016-02-18 00:00:00	137048
131.00000	7192180	2016-02-22 00:00:00	385847
318.00000	7193217	2016-02-25 00:00:00	162059
38567.00000	7186185	2016-02-19 00:00:00	513116
31532.00000	7186126	2016-02-20 00:00:00	409331
13324.00000	7186029	2016-02-20 00:00:00	153945
274041.00000	7184565	2016-02-22 00:00:00	23229
76898.00000	7115997	2016-02-12 00:00:00	317216
199195.00000	7192996	2016-02-16 00:00:00	113874
1428.00000	7189842	2016-02-12 00:00:00	100246
9090.00000	7195109	2016-02-11 00:00:00	282653
3390.00000	7192258	2016-02-17 00:00:00	147826
9723.00000	7191227	2016-02-23 00:00:00	29964
2874.00000	7191898	2016-02-12 00:00:00	414768
34468.00000	7193793	2016-02-16 00:00:00	359662
4190.00000	7184425	2016-02-11 00:00:00	138976
3135.00000	7193088	2016-02-18 00:00:00	199586
13574.00000	7176430	2016-02-18 00:00:00	361117
1023.00000	7533179	2016-02-16 00:00:00	294095
21936.00000	7179308	2016-02-12 00:00:00	305088
8824.00000	7137290	2016-02-19 00:00:00	452802
2447.00000	7139918	2016-02-18 00:00:00	526921
77425.00000	7133995	2016-02-22 00:00:00	249983
29756.00000	7153457	2016-02-19 00:00:00	224007
17857.00000	7155557	2016-02-17 00:00:00	375459
29820.00000	7132433	2016-02-18 00:00:00	145866
54433.00000	7135920	2016-02-18 00:00:00	379225
2626.00000	7137397	2016-02-18 00:00:00	137021
3748.00000	7154518	2016-02-19 00:00:00	520695
3224.00000	7139977	2016-02-19 00:00:00	509698
42766.00000	7136935	2016-02-18 00:00:00	214880
3689.00000	7155336	2016-02-18 00:00:00	330433
87952.00000	7151080	2016-02-19 00:00:00	522751
6594.00000	7142234	2016-02-19 00:00:00	274863
111568.00000	7137877	2016-02-17 00:00:00	497003
105995.00000	7192682	2016-02-16 00:00:00	356523
26874.00000	7193095	2016-02-17 00:00:00	439150
5410.00000	7192487	2016-02-19 00:00:00	154476
4696.00000	7136420	2016-02-18 00:00:00	271389
2248.00000	7128347	2016-02-18 00:00:00	481048
4036.00000	7128347	2016-02-18 00:00:00	448276
3236.00000	7174470	2016-02-18 00:00:00	154477
101054.00000	7192685	2016-02-15 00:00:00	446522
28776.00000	7192203	2016-02-23 00:00:00	460597
12896.00000	7192203	2016-02-23 00:00:00	261537
7673.00000	7184409	2016-02-16 00:00:00	135437
3143.00000	7196067	2016-02-17 00:00:00	253514
53063.00000	7193939	2016-02-19 00:00:00	162933
22668.00000	7168241	2016-02-19 00:00:00	232095
20372.00000	7178093	2016-02-19 00:00:00	318772
10064.00000	7119534	2016-02-19 00:00:00	46004
2438.00000	7129408	2016-02-19 00:00:00	152857
181184.00000	7159609	2016-02-18 00:00:00	85654
197489.00000	7159609	2016-02-18 00:00:00	176494
3743.00000	7184867	2016-02-18 00:00:00	492086
4071.00000	7149964	2016-02-17 00:00:00	36855
7443.00000	7149964	2016-02-17 00:00:00	298049
14979.00000	7192282	2016-02-17 00:00:00	328618
34664.00000	7184735	2016-02-18 00:00:00	436847
2734.00000	7183968	2016-02-16 00:00:00	200817
22767.00000	7192266	2016-02-18 00:00:00	38704
150390.00000	7158440	2016-02-23 00:00:00	217653
188932.00000	7158440	2016-02-24 00:00:00	304359
199549.00000	7158440	2016-02-25 00:00:00	319387
220436.00000	7158440	2016-02-25 00:00:00	283507
194825.00000	7158440	2016-02-26 00:00:00	32429
4987.00000	7193362	2016-02-22 00:00:00	338916
1018.00000	7188420	2016-02-22 00:00:00	284174
46528.00000	7184190	2016-02-22 00:00:00	408510
9890.00000	7189990	2016-02-22 00:00:00	286919
27933.00000	7188137	2016-02-23 00:00:00	14058
12960.00000	7187424	2016-02-23 00:00:00	7899
14249.00000	7193850	2016-02-19 00:00:00	197785
8868.00000	7141203	2016-02-24 00:00:00	486534
30124.00000	7145705	2016-02-25 00:00:00	412979
90152.00000	7141173	2016-03-02 00:00:00	307502
103440.00000	7159609	2016-02-23 00:00:00	205023
146552.00000	7159609	2016-02-24 00:00:00	270492
17969.00000	7193381	2016-02-17 00:00:00	334933
