Material	Quantity	Batch
7191243	1	282462
7191243	0	282462
7186223	7	104739
7186223	6	104739
7186223	3	104739
7186223	8	104739
7186223	-34	104739
7196890	4	93701
7186223	9	293279
7186223	7	293279
7186223	6	293279
7196890	4	102904
7195524	467	49112
7183445	2	206019
7175078	7	53641
7171536	1	160355
7171536	3	160355
7171536	1	160355
7171536	0	160355
7156600	0	482963
7171536	3	87426
7171536	2	87426
7171536	2	87426
7171536	1	87426
7194684	6	44796
7196890	1	191093
7192333	37	310325
7194692	1	65388
7166605	1	318861
7166605	0	318861
7186223	6	192675
7186223	5	192675
7186223	0	192675
7171536	0	92876
7171536	4	92876
7171536	2	92876
7171536	2	92876
7194684	4	148264
7166605	1	500161
7196890	5	290159
7171536	3	329327
7171536	3	329327
7171536	4	329327
7186223	4	395025
7186223	6	395025
7186223	9	395025
7191278	0	52836
7191278	1	52836
7191278	1	52836
7196890	9	501468
7194240	7	297644
7194676	11	522291
7191278	1	418691
7191278	1	418691
7191278	1	418691
7183445	1	151205
7192954	5	365121
7193112	29	281968
7186223	0	2500
7186223	0	2500
7191278	1	413483
7191278	2	413483
7191278	2	413483
7194676	0	367633
7156600	2	172790
7194684	13	200602
7191278	2	88666
7191278	1	88666
7191278	3	88666
7194676	0	131252
7194676	6	445496
7193846	1	366783
7194676	11	332368
7196890	3	465003
7194231	12	421067
7194676	11	69450
7194676	14	207855
7194684	10	176602
7156618	2	280489
7196865	-72	527055
7191243	2	458357
7191243	1	458357
7191243	2	458357
7191243	4	458357
7194676	12	342675
7171536	1	519050
7171536	1	519050
7171536	3	519050
7171536	0	519050
7171536	2	224860
7171536	0	224860
7171536	2	224860
7171536	2	224860
7194676	5	448460
7194676	13	351971
7183445	1	70557
7194676	0	237519
7196890	10	419197
7191243	0	108182
7191243	2	108182
7191243	3	108182
7191243	2	108182
7196890	6	209157
7196890	-38	211772
7196890	10	211772
7196890	24	211772
7259190	1	211772
7194676	2	368283
7199996	3058	199185
7191243	1	61217
7191243	3	61217
7191243	0	61217
7194676	4	172868
7194676	10	456321
7191278	1	416299
7191278	3	416299
7191278	3	416299
7191278	1	287491
7191278	3	287491
7191278	2	287491
7191278	3	78970
7191278	2	78970
7191278	0	78970
7192822	546	50354
7191278	2	38002
7191278	3	38002
7191278	2	38002
7191278	0	324520
7191278	1	324520
7191278	2	324520
7191278	1	78995
7191278	3	78995
7191278	2	78995
7191278	1	477168
7191278	3	477168
7191278	2	477168
7171536	2	1620
7171536	2	1620
7171536	2	1620
7171536	2	1620
7192635	1422	316294
7171536	1	358006
7171536	1	358006
7171536	3	358006
7191243	1	145525
7191243	3	145525
7191243	2	145525
7191243	3	145525
7193451	136	120612
7191243	1	76175
7191243	1	76175
7191243	1	76175
7196571	773	145274
7191243	2	85809
7191243	1	85809
7191243	1	85809
7191243	3	85809
7193255	8	134245
7191243	0	158517
7191243	2	158517
7191243	2	158517
7193855	92	517709
7191243	3	168062
7191243	2	168062
7191243	0	168062
7196890	8	69010
7196890	13	69010
7166613	3	14405
7166613	1	14405
7197705	36	359643
7191243	0	276714
7191243	3	276714
7191243	1	276714
7191243	1	276714
7156618	0	144586
7183445	4	82120
7196890	14	198758
7196890	10	362161
7194684	12	89007
7197799	124	96108
7194676	11	68715
7194684	5	154451
7100318	-1	494388
7100318	-8	494388
7100318	21	494388
7100318	3	494388
7194684	8	322619
7186223	8	97154
7186223	1	97154
7186223	2	97154
7186223	0	97154
7186223	6	405231
7186223	5	405231
7186223	7	405231
7186223	8	405231
7194684	14	119166
7194676	8	140676
7198973	3	299406
7166605	2	246706
7166605	2	246706
7186223	6	19835
7186223	6	19835
7186223	2	19835
7196890	0	358257
7196890	552	425722
7196890	7	319492
7193157	18	458379
7166605	1	6481
7166605	1	6481
7166605	3	6481
7197713	53	125829
7196890	2	142226
7196890	14	460742
7196890	9	68119
7196890	6	471685
7194295	9	521037
7193846	3	1157
7193112	107	298667
7193102	47	214507
7194676	12	469495
7194676	8	19018
7100318	2	41501
7194684	7	105542
7194684	8	105542
7194684	7	377557
7191243	3	119961
7191243	1	119961
7191243	3	119961
7191243	4	119961
7191243	1	183864
7191243	2	183864
7191243	0	183864
7191243	2	183864
7194676	3	463526
7191243	3	238589
7191243	3	238589
7191243	1	238589
7191243	1	238589
7156600	2	86441
7192982	117	370925
7196890	15	158249
7191243	3	393891
7191243	3	393891
7191243	1	393891
7191243	2	393891
7191243	2	410382
7191243	3	410382
7191243	1	410382
7191243	2	410382
7191243	1	312153
7191243	0	312153
7191243	2	312153
7196890	11	158275
7194676	3	496709
7194676	69	440507
7194676	5376	440507
7194266	8	5392
7193185	1	445554
7193185	9	445554
7191243	0	362223
7191243	2	362223
7191243	1	362223
7191243	3	362223
7191243	0	233437
7191243	2	233437
7191243	1	233437
7191243	1	233437
7191243	0	500076
7191243	1	500076
7191243	2	500076
7191243	3	500076
7194684	12	225870
7194684	10	169178
7195729	118	11190
7195729	107	11190
7193822	0	161865
7196890	10	415934
7196890	4	415934
7194676	5	499799
7196954	119	176289
7194676	5	372616
7196890	11	457760
7191243	2	433136
7191243	2	433136
7191243	3	433136
7191243	1	433136
7191243	2	433136
7191243	0	263580
7191243	2	263580
7191243	1	263580
7191243	2	263580
7194684	4	276302
7191243	1	467825
7191243	1	467825
7191243	2	467825
7194684	2	41984
7191243	3	283377
7191243	0	283377
7191243	2	283377
7191243	2	283377
7196890	3	223767
7156618	1	19334
7191243	1	184272
7191243	0	184272
7191243	2	184272
7191243	3	184272
7191243	0	345388
7191243	4	345388
7191243	3	345388
7191243	3	345388
7196890	10	251785
7196890	0	8129
7196890	8	132791
7194676	12	3802
7194676	12	233955
7262558	123	15061
7259514	3	37398
7263503	0	509389
7200025	318	24
7254792	42	520099
7255144	7	352631
7268211	292	439515
7251114	16	252506
7200007	34	449861
7255535	31	62811
7268343	19	508980
7254822	16	12034
7268343	32	303872
7258739	21610	503127
7200035	4	201822
7266359	40	36544
7252919	1867	16618
7253478	56	514552
7259638	16	396061
7255624	1080	279415
7255624	-1124	279415
7255624	493	279415
7256264	25	423619
7248962	5	168982
7254105	105	77191
7253524	3423	67918
7253524	-4408	67918
7253524	2414	67918
7259700	31	535044
7253540	4192	313869
7200003	2	300414
7250886	21548	90485
7259700	34	321318
7264321	4	63476
7258801	11860	337429
7254113	1099	194403
7253524	4218	339203
7253516	22	46826
7254326	1585	402523
7250886	18	66364
7250886	109	351720
7252994	8	51999
7265794	3	146675
7256272	6	384580
7257961	5	287153
7259514	3	70451
7257910	66	216921
7256094	45	210152
7271867	71	269924
7255160	5	110861
7266138	30	238428
7253559	31	470103
7253540	15	434847
7253559	217	236244
7262477	34	349829
7259239	25	424578
7255535	56	46388
7259638	6	518406
7253575	144	295494
7257899	86	333544
7251114	159	482397
7146914	8	221697
7157649	202	77638
7157649	2	77638
7192005	61	85830
7193095	154	256276
7191999	41	528472
7177445	894	276176
7193973	16	24604
7180721	30	144313
7192729	2	17083
7196660	1	467723
7181027	13	469847
7192926	659	453906
7184573	32	60781
7192941	60	131139
7194235	67	286346
7181027	8	247579
7191880	11	424485
7192003	32	318583
7192006	30	223535
7192046	47	49851
7192047	6	254933
7192047	27	254933
7192745	41	10269
7193362	101	170683
7131410	64	307705
7146914	4	363309
7193976	12	57337
7181000	12	286270
7181027	2	449854
7181027	2	449854
7176481	119	361745
7194706	6	463711
7145705	105	140231
7192265	4	167298
7192844	18	501296
7192860	1	286747
7192267	21	62041
7192048	34	421938
7184573	35	263408
7184573	26	263408
7184573	11	263408
7184573	14	263408
7184573	0	263408
7184573	42	263408
7184573	12	263408
7184573	28	263408
7184573	5	263408
7184573	21	263408
7184573	47	263408
7184573	22	263408
7184573	18	263408
7184573	8	263408
7184573	18	263408
7184573	161	263408
7184573	313	263408
7184573	33	263408
7184573	22	263408
7184573	16	263408
7184573	43	263408
7184573	39	263408
7184573	2	263408
7184573	2	263408
7184573	3	263408
7198116	3	334972
7193847	368	262892
7193358	1	250303
7193358	7	250303
7193314	117	390425
7193844	19	28182
7192381	16	437713
7179197	7	534333
7159609	14	516565
7159609	14	516565
7159609	7	516565
7159609	5	516565
7196695	580	175035
7193047	53	246601
7193361	50	119611
7192840	24	276842
7194706	5	331317
7192266	102	263442
7179111	73	453065
7192941	50	213057
7153430	1	243556
7153430	25	243556
7153430	9	243556
7172559	7845	402830
7192266	29	343187
7137290	1	336801
7191987	28	310521
7192505	157	140121
7196695	6901	184608
7196695	18	184608
7193976	34	108546
7168977	197	134553
7196695	257	164906
7196695	7590	344161
7193325	392	162573
7193095	61	232397
7196687	197	179840
7192003	54	157111
7192840	16	29247
7192258	272	457762
7192567	42	54393
7192046	21	116248
7197870	246	394255
7192509	1	357174
7179197	8	446519
7194130	14	59416
7194130	10	59416
7181027	24	404268
7192745	36	314000
7194126	114	5190
7194126	457	5190
7154518	26	365253
7191987	73	269383
7192525	3	80049
7192001	37	279175
7192001	48	279175
7192006	32	287059
7100041	14	201545
7192047	32	135502
7192048	30	196925
7192004	15	408314
7192005	23	136368
7192266	388	316819
7179189	2	13122
7193095	164	246437
7193412	313	202303
7191863	58	232968
7193362	870	283128
7193298	12	277523
7192730	88	297917
7191510	5	133366
7192844	2	27187
7193316	7	347175
7193651	5	436427
7100185	0	28377
7073968	3	64170
7146914	3	303558
7181027	0	291835
7146914	1	156360
7100028	7	13321
7189931	2	52822
7194706	3	160223
7196695	495	136273
7193976	27	243201
7181000	33	407198
7193362	157	55323
7193939	775	338247
7193947	390	396295
7193358	186	28518
7191863	389	322027
7100134	10	104049
7146914	1	280553
7177429	52	38737
7180721	368	514209
7193994	20	532385
7179189	4	189366
7168241	4	292151
7168241	2	284941
7192258	5	58087
7168233	0	242077
7168225	1	325741
7168225	0	101053
7196695	26	511396
7168225	4	452781
7137877	642	463510
7192996	9171	223937
7192996	8502	223937
7192996	2278	223937
7192996	9418	223937
7192996	3891	223937
7192996	230	223937
7192996	1928	223937
7192571	544	224645
7197861	0	323703
7186320	211	83584
7191880	55	198321
7179197	6	464297
7192996	5999	156233
7192996	32	156233
7192996	5178	156233
7192996	5508	156233
7192996	1968	156233
7192996	1293	156233
7192996	3231	156233
7192509	94	238911
7192509	15	238911
7193475	142	423870
7181027	18	27290
7181000	16	330363
7132913	143	167745
7181027	9	38228
7193941	29	456405
7195133	5248	113370
7137877	3583	325135
7192001	17	112649
7192525	1143	521126
7193947	7	126917
7194706	2467	432180
7192266	2887	177942
7192428	401	491209
7192003	12	200781
7193361	56	39747
7191863	271	297999
7192844	0	418077
7192505	278	68838
7192731	275	360484
7192268	1	429571
7154518	104	262653
7142234	76	159021
7533330	9	156440
7193937	21	223434
7192282	287	299252
7100275	37	63175
7192240	1501	151795
7192567	550	267915
7100040	136	82390
7184867	3	87337
7100327	229	434807
7196660	34540	377882
7146914	4	333806
7181027	0	325330
7181027	4	529808
7187378	552	470583
7194706	3	92371
7179189	4	128844
7132913	15	518395
7132913	14	178948
7162766	3	324953
7181027	12	471186
7192006	3	185163
7192004	69	53721
7192048	20	300927
7192745	43	274830
7181000	13	159107
7193298	0	84548
7191081	0	404808
7193937	134	373583
7193937	1	373583
7153449	5	192542
7153449	2	192542
7192509	438	366178
7192525	348	351982
7100039	340	533060
7192047	46	212660
7192505	6	18929
7181027	32	423913
7192996	1	282963
7184565	1348	125498
7192282	46	359102
7100044	377	413493
7193844	8	335407
7193844	1	970
7146280	12	409169
7193358	58	172267
7194130	13	219467
7194130	6	219467
7194130	23	219467
7192266	259	526538
7185065	25	147819
7193976	2	266536
7192258	234	30376
7194217	74	72207
7184409	3383	441285
7184409	365	441285
7184417	1540	465813
7184387	2739	152748
7184387	398	152748
7193362	41	20094
7192240	377	294338
7181027	20	301227
7179197	0	405697
7141173	430	487107
7181000	33	45288
7146914	9	257253
7192005	47	154571
7192001	18	2853
7192003	3	93461
7122551	46	106795
7138130	39	372018
7138130	168	372018
7192315	0	377504
7193976	0	130180
7192321	0	387550
7193905	17	390268
7192343	2	452507
7179189	7	2852
7148640	15	231845
7192545	1	361444
7192323	117	464599
7194706	5	386398
7181027	28	50627
7192004	15	525651
7146914	4	70628
7192046	5	326294
7192046	54	326294
7197870	0	72498
7175361	7	534250
7137877	11	235428
7192048	17	3946
7150580	14	20722
7194235	3	209429
7236808	6	517453
7255551	0	160076
7254776	14	425690
7254938	3	281276
7266030	11	142592
7259956	5	441369
7259956	3	441369
7259956	1	441369
7259956	-3	441369
7263163	1	534732
7263422	0	534732
7263309	1	518375
7263368	0	518375
7263244	1	444517
7263295	0	444517
7250746	4	335222
7236840	1	142015
7263422	6	171722
7263422	4	171722
7263163	21	171722
7263422	0	171722
7263422	2	171722
7263309	0	20370
7263368	1	20370
7263295	1	353324
7263244	2	353324
7265840	31	296628
7265840	110	369909
7236859	2	430626
7267258	35	499807
7264283	14	512584
7250533	21	64765
7236859	8	139851
7263309	1	134347
7263368	0	134347
7267126	58	296710
7250746	1	199837
7262612	23356	509403
7266030	31	435361
7254695	16	398627
7248156	13	368671
7234929	25	61591
7266103	21	202690
7234961	21	410622
7264380	3	313050
7262612	18	230324
7262752	28	37137
7267223	25	173162
7263244	2	170899
7263295	0	170899
7263244	0	17459
7263295	0	17459
7248121	26	182827
7254768	1	204647
7250746	3	527279
7255500	4	198016
7236832	4	460247
7235585	17	503317
7267835	22	112021
7267835	18	414807
7264119	25	374979
7254059	14	9462
7238851	5	160416
7254709	29	524868
7236107	0	477045
7248148	31	435800
7248148	24	402554
7263309	0	388431
7263368	0	388431
7262221	288	133621
7261101	6	497776
7233744	48	49535
7233744	6	49535
7254849	5	371282
7236808	5	290995
7236840	3	72523
7236859	0	111996
7263309	1	50264
7263368	1	50264
7263309	1	302707
7263368	0	302707
7263309	1	501222
7263368	0	501222
7236859	3	1385
7262213	16	418055
7263368	1	444629
7263368	0	444629
7263309	2	444629
7264283	6	232718
7250746	3	61543
7263422	0	103638
7263163	0	103638
7263422	0	368349
7263163	1	368349
7270615	5	351557
7263295	0	497173
7263244	2	497173
7236840	1	477122
7263368	0	269551
7263309	0	269551
7263163	2	501516
7263422	1	501516
7263163	1	147733
7263422	0	147733
7263163	2	194311
7263422	0	194311
7263309	1	80529
7263368	0	80529
7233892	0	355233
7236824	2	355233
7260377	92	362258
7263309	1	312221
7263368	0	312221
7236859	1	478540
7250746	2	406986
7263422	10	110991
7263422	0	110991
7263163	1	110991
7263422	29	89378
7263422	1	89378
7263422	11	89378
7263163	2	89378
7263244	2	500897
7263295	0	500897
7254938	6	502212
7236859	2	44498
7263422	0	496296
7263163	0	496296
7263244	3	430266
7263295	0	430266
7263244	2	405911
7263295	0	405911
7263295	0	405911
7236859	1	133106
7250746	3	97819
7263309	2	3269
7263368	1	3269
7255500	2	238921
7263309	0	233499
7263368	0	233499
7272111	3237	74704
7263309	0	499547
7263368	0	499547
7236824	1	496462
7263422	0	23746
7263163	5	23746
7236859	1	444861
7254938	7	486280
7261845	906	339856
7261845	62	339856
7262752	9	131955
7262752	46	131955
7262752	63	131955
7262752	65	131955
7262752	28	131955
7262752	42	131955
7262752	63	131955
7262752	28	131955
7262752	58	131955
7262752	27	131955
7262752	19	131955
7262752	12	131955
7262752	19	131955
7262752	95	131955
7262752	36	131955
7262752	18	131955
7262752	48	131955
7262752	34	131955
7262752	8	131955
7262752	10	131955
7262752	26	131955
7262752	54	131955
7262752	20	131955
7262752	32	131955
7262752	26	196375
7262752	295	196375
7262752	250	196375
7262752	40	196375
7262752	71	196375
7262752	0	502001
7262752	15	502001
7262752	17	502001
7262752	28	502001
7262752	7	502001
7262752	8	502001
7262752	13	502001
7262752	25	502001
7262752	11	502001
7262752	15	502001
7262752	24	502001
7262752	4	502001
7262752	1	502001
7262752	13	502001
7262752	15	502001
7262752	23	502001
7262752	17	502001
7262752	3	502001
7262752	19	502001
7262752	32	502001
7262752	16	502001
7262752	10	502001
7262752	15	502001
7262752	16	502001
7262752	7	502001
7262752	0	502001
7262752	22	502001
7262752	8	502001
7262752	29	502001
7262752	24	502001
7262752	5	502001
7262752	4	502001
7262752	21	502001
7262752	24	502001
7262752	7	502001
7262752	17	502001
7262752	4	502001
7262752	8	502001
7262752	4	502001
7262752	14	502001
7262752	5	502001
7262752	9	502001
7262752	19	502001
7262752	32	502001
7262752	31	502001
7255500	4	38482
7263309	1	91645
7263368	0	91645
7263244	0	514604
7263295	0	514604
7268734	1	218536
7268734	8	218536
7268653	82	276102
7268653	9	276102
7236832	4	58482
7268459	0	313298
7264380	17	84269
7263244	1	492385
7263295	0	492385
7236808	5	471428
7269382	0	273823
7263309	0	57429
7263368	0	57429
7263422	0	232771
7263163	1	232771
7263309	1	477002
7263368	0	477002
7263244	1	488552
7263295	0	488552
7263244	8	199139
7263295	0	199139
7263422	0	206406
7263163	1	206406
7263163	0	159010
7263422	0	159010
7263309	4	84151
7263368	0	84151
7263163	1	177765
7263422	0	177765
7263163	10	22041
7263422	0	22041
7268793	0	175454
7268793	16	175454
7263368	0	448383
7263309	1	448383
7263309	0	327047
7263368	0	327047
7236808	3	106456
7236859	2	131358
7263422	0	5594
7263163	2	5594
7263309	0	226196
7263368	0	226196
7263422	0	150330
7263163	1	150330
7250746	2	159834
7263244	2	44169
7263295	0	44169
7263244	0	127961
7263295	0	127961
7236859	3	498483
7254938	0	133310
7254938	1	133310
7250533	343	431252
7263309	0	398198
7263368	0	398198
7263244	1	115756
7263295	0	115756
7236832	3	38558
7236840	4	261587
7254849	0	114874
7260687	175	347121
7259115	97	59408
7260687	5920	389949
7260687	1649	389949
7254768	732	430396
7259956	904	392207
7200163	18	215388
7200163	1475	215388
7260687	103	229079
7264380	452	89421
7236808	2	359673
7263422	0	28036
7263163	1	28036
7263309	1	430542
7263368	0	430542
7255500	1	344388
7236859	0	76113
7263422	0	161722
7263163	1	161722
7263309	3	243511
7263368	0	243511
7263244	2	358039
7263295	0	358039
7263244	1	346169
7263295	1	346169
7262221	199	127284
7250746	3	197099
7263309	0	87227
7263368	0	87227
7268629	55	73064
7268629	53	73064
7263422	0	243561
7263163	0	243561
7263422	0	287056
7263163	1	287056
7263244	1	8673
7263295	0	8673
7263309	2	90898
7263368	0	90898
7263244	4	153399
7263244	1	153399
7263295	0	153399
7234961	47	488623
7236824	3	489215
7263422	1	300218
7263163	1	300218
7250746	3	91752
7263244	2	439080
7263295	1	439080
7263244	0	353167
7263295	0	353167
7236840	3	102344
7236859	4	238469
7263163	1	376330
7263422	1	376330
7236859	2	46264
7250533	3	38760
7263309	1	209801
7263368	0	209801
7270747	4	423010
7262302	10	168390
7262302	99	79965
7263422	0	325602
7263163	2	325602
7263163	5	133292
7263422	0	133292
7255500	1	230566
7263309	1	336735
7263368	0	336735
7264224	1	201604
7262752	440	210634
7263295	0	398294
7263244	2	398294
7236840	1	58781
7236808	4	25689
7263244	1	44269
7263295	0	44269
7254938	1	405041
7262612	26	87635
7262302	158	520827
7262302	197	520827
7262302	144	520827
7262302	43	520827
7262302	238	520827
7262302	108	520827
7262302	0	520827
7262302	216	520827
7262302	198	520827
7262302	126	520827
7262302	94	520827
7262302	57	520827
7267053	179	324620
7250746	1	192265
7236832	0	212558
7250746	2	274860
7236808	7	437316
7236859	4	204973
7263163	1	322685
7263422	0	322685
7254849	4	457999
7263244	1	413338
7263295	0	413338
7263309	3	31069
7263368	0	31069
7267266	160	378228
7250746	4	366944
7255500	3	159821
7236859	3	236007
7263368	0	174354
7263309	1	174354
7263244	1	370875
7263295	0	370875
7263422	0	127180
7263163	0	127180
7247788	0	102688
7250746	0	128479
7195630	139	332714
7193146	2	354459
7191286	4	293313
7198736	9	299920
7198736	0	462928
7193146	24	17457
7194223	0	92218
7266448	5	8812
7253303	4	317118
7266502	7	301728
7253311	4	178974
7266502	7	532633
7253303	1	520103
7253303	2	13812
7266448	2	425211
7253311	9	165837
7266502	5	518584
7266448	0	118803
7183003	60	126918
7183003	2	195046
7183003	7	288357
7183003	61	389716
7400002	0	273583
7400002	0	273583
7183003	18	99398
7183003	6	362862
7183003	18	502973
7183003	49	44816
7174306	19	437148
7183003	27	196410
7183003	22	256454
7183003	61	370120
7183003	47	491261
7183003	26	327586
7192480	6	528917
7183003	57	230423
7183003	55	410135
7219768	3	15480
7250614	414	100264
7250614	89	268977
7250614	0	506934
7250614	-3	506934
7250614	12	506934
7250614	0	506934
7219768	1	146505
7219768	3	146505
7219768	5	146505
7219768	4	146505
7219768	5	146505
7219768	5	146505
7219768	2	146505
7219768	5	146505
7219768	5	146505
7219768	1	146505
7219768	1	146505
7219768	0	146505
7219768	5	146505
7219768	1	146505
7219768	1	146505
7219768	4	146505
7219768	2	146505
7269455	409	153085
7259271	4117	484212
7247591	837	508201
7266367	86	492390
7247591	9	105552
7266367	0	431304
7266367	26	431304
7266367	22	431304
7266367	15	431304
7266367	1	431304
7266367	11	431304
7266367	24	431304
7266367	12	431304
7219768	40	505694
7259220	194	227661
7266367	161	153418
7266367	183	418028
7250614	63	477454
7200157	83	521144
7200157	46	521144
7200157	118	521144
7200157	95	521144
7200157	68	521144
7200157	44	521144
7200157	33	521144
7200157	81	521144
7200157	37	521144
7200157	29	521144
7200157	118	521144
7200157	116	521144
7200157	50	521144
7200157	15	521144
7200157	41	521144
7200157	66	521144
7200157	102	521144
7200157	64	521144
7200157	26	521144
7200157	10	521144
7200157	58	521144
7200157	18	521144
7200157	55	521144
7200157	100	521144
7200157	102	521144
7200157	68	521144
7200157	29	521144
7200157	4	521144
7200157	11	521144
7200157	2	521144
7200157	111	521144
7200157	8	521144
7247591	57	52710
7247591	59	52710
7247591	2	52710
7247591	36	52710
7247591	12	52710
7239629	11	81354
7250614	2	397766
7250614	27	329244
7250614	26	329244
7250614	29	329244
7250614	9	329244
7247591	125	250101
7266367	69	139073
7247796	237	156765
7247796	85	59716
7247796	45	59716
7250614	17	139579
7250614	7	139579
7250614	8	139579
7250614	7	139579
7250614	27	139579
7250614	31	139579
7250614	12	139579
7250614	-4	139579
7250614	4	327709
7250614	8	327709
7250614	3	327709
7250614	18	327709
7250614	30	327709
7250614	23	327709
7250614	15	327709
7266367	4	255969
7250614	0	445737
7239629	100	152248
7250614	1	163336
7250614	0	163336
7239629	15	209882
7239629	62	209882
7239629	34	209882
7239629	113	209882
7239629	26	209882
7239610	81	328064
7239610	117	328064
7266367	1	59765
7266367	26	59765
7266367	1	59765
7266367	3	59765
7266367	11	59765
7266367	5	59765
7266367	14	59765
7266367	3	59765
7266367	6	59765
7266367	23	59765
7266367	6	59765
7266367	26	59765
7266367	11	59765
7266367	12	59765
7266367	5	59765
7266367	15	59765
7266367	16	59765
7259220	19	291606
7259220	115	291606
7259220	131	291606
7259220	104	291606
7247575	109	501867
7247796	87	110316
7239629	64	124588
7239629	21	124588
7239629	107	124588
7239629	60	124588
7239629	135	124588
7219741	53	405596
7219741	5	405596
7219741	52	405596
7219741	78	405596
7219741	3	405596
7266367	16	24136
7266367	4	24136
7266367	6	24136
7266367	14	24136
7266367	26	24136
7266367	5	143191
7266367	8	143191
7266367	29	143191
7266367	15	143191
7266367	17	143191
7247796	228	171874
7247796	91	171874
7247796	106	171874
7247796	11	171874
7247796	86	171874
7247796	90	171874
7247796	39	171874
7247796	117	171874
7247796	13	171874
7247796	52	171874
7247796	63	171874
7247796	116	171874
7247796	88	171874
7247796	49	171874
7247796	9	171874
7247796	45	171874
7247796	82	171874
7247796	104	171874
7247796	32	171874
7247796	93	171874
7200152	6633	97251
7269536	18	394270
7193384	21	171659
7184905	3	20096
7185286	3	77339
7193388	4	293682
7193391	6	263690
7194227	3	27806
7194227	1	27806
7185294	0	503607
7194227	5	63364
7185286	1	32483
7185286	1	335857
7139527	3	23812
7185286	3	39103
7185286	0	526231
7168110	85	27732
7185294	0	429906
7139527	12	506662
7185286	1	365003
7184905	1	358336
7185294	1	521177
7194227	1	148703
7185286	1	509512
7139527	6	394299
7193388	437	358184
7185286	1	99949
7184905	3	40329
7193388	49	366633
7185286	1	117539
7194227	1	44270
7185294	1	84864
7185286	3	201252
7193741	673	135349
7194227	3	133564
7185286	0	321888
7139527	3	394159
7101199	9	268704
7185286	0	79237
7193384	6	316180
7193391	21	288842
7185286	2	356606
7193388	14	453963
7139527	4	495327
7185294	3	197775
7184905	1	10005
7185286	1	341907
7139527	9	502611
7185286	3	106974
7185294	0	141501
7185286	3	521718
7185286	2	365965
7194227	5	467571
7185286	2	416623
7194227	2	187671
7194227	5	283924
7185294	1	11779
7185286	2	287653
7184905	3	14177
7139527	11	294892
7194227	5	259270
7194227	6	273332
7600021	35	435468
7187068	14	436480
7193111	12	326444
7187718	2	84522
7100199	2403	381205
7188048	46	103706
7188048	-131	103706
7188048	-43	103706
7188048	-26	103706
7187599	3903	495855
7188200	26	415540
7188200	17	86192
7188994	362	485451
7193002	5599	261482
7234961	16	162610
7234996	0	9167
7247788	7	271348
7247788	8	271348
7247788	3	271348
7234961	1	389844
7235445	28	47598
7235380	18	373365
7235380	24	373365
7235380	5	373365
7235380	16	373365
7235380	3	373365
7235380	9	373365
7235380	22	373365
7235380	20	373365
7235380	4	373365
7235380	19	373365
7235380	12	373365
7235380	27	373365
7235380	10	373365
7235380	10	373365
7235380	17	373365
7235380	28	373365
7235380	3	373365
7235380	20	373365
7235380	7	373365
7235380	6	373365
7235380	9	373365
7235380	0	373365
7235380	31	373365
7235380	24	373365
7235380	14	373365
7235380	9	373365
7235380	2	373365
7235380	29	373365
7235380	27	373365
7235380	32	373365
7235380	16	373365
7235380	13	373365
7235380	14	373365
7235380	4	373365
7235380	8	373365
7235380	23	373365
7235380	22	373365
7235380	31	373365
7235380	22	373365
7235380	24	373365
7235380	18	373365
7235380	2	373365
7235380	23	373365
7235380	14	373365
7235380	22	373365
7235380	32	373365
7235380	32	373365
7235380	20	373365
7235380	11	373365
7235380	7	373365
7235380	3	373365
7235380	11	373365
7235380	30	373365
7235380	14	373365
7235380	32	373365
7235380	21	373365
7235380	0	373365
7235380	10	373365
7235380	9	373365
7235380	29	373365
7235380	6	373365
7235380	11	373365
7235380	28	373365
7235380	17	373365
7235380	10	373365
7235380	28	373365
7235380	10	373365
7235380	16	373365
7235380	11	373365
7235380	13	373365
7235380	26	373365
7235380	22	373365
7235380	18	373365
7235380	26	373365
7235380	13	373365
7235380	29	373365
7235380	32	373365
7235380	26	373365
7235380	6	373365
7235380	14	373365
7235380	28	373365
7235380	5	373365
7235380	9	373365
7235380	6	373365
7235380	19	373365
7235380	31	373365
7235380	13	373365
7235380	7	373365
7235380	26	373365
7235380	6	373365
7235380	15	373365
7235380	24	373365
7235380	12	373365
7235380	21	373365
7235380	6	373365
7235380	6	373365
7235380	12	373365
7235380	27	373365
7235380	2	373365
7235380	29	373365
7235380	18	373365
7235380	15	373365
7235380	15	373365
7235380	10	373365
7235380	5	373365
7235380	29	373365
7235380	32	373365
7235380	19	373365
7235380	8	373365
7235380	11	373365
7235380	26	373365
7235380	13	373365
7235380	24	373365
7235380	24	373365
7235380	1	373365
7235380	22	373365
7235380	31	373365
7235380	1	373365
7235380	13	373365
7235380	5	373365
7235380	11	373365
7235380	12	373365
7235380	26	373365
7235380	26	373365
7235380	1	373365
7235380	1	373365
7235380	31	373365
7235380	23	373365
7235380	16	373365
7234961	6	345602
7234961	10	345602
7234961	1	345602
7234961	2	345602
7234961	18	345602
7234961	30	345602
7234961	23	345602
7234961	17	345602
7234961	16	345602
7234961	10	345602
7234961	5	345602
7234961	31	345602
7234961	14	345602
7234961	31	345602
7234961	25	345602
7234961	31	345602
7234961	6	345602
7234961	15	345602
7249276	695	421169
7249276	1156	421169
7249276	917	421169
7249276	32	421169
7249276	1	421169
7249276	13	421169
7249276	28	421169
7249276	31	421169
7249276	21	421169
7249276	17	421169
7249276	30	421169
7249276	25	421169
7249276	28	421169
